test_order_name_SHORTNAME_sdist,test_order_name_LONG_COMMON_NAME_sdist,test_order_name_COMPONENT_sdist,test_result_name_SHORTNAME_sdist,test_result_name_LONG_COMMON_NAME_sdist,test_result_name_COMPONENT_sdist,test_order_name_SHORTNAME_tfidf,test_order_name_LONG_COMMON_NAME_tfidf,test_order_name_COMPONENT_tfidf,test_result_name_SHORTNAME_tfidf,test_result_name_LONG_COMMON_NAME_tfidf,test_result_name_COMPONENT_tfidf,label,assignment,test_order_name,test_result_name,LONG_COMMON_NAME,SHORTNAME,COMPONENT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18358,CBC WITH DIFFERENTIAL PLATELETS,MCH,Alpha-2-Macroglobulin [Mass/volume] in Serum or Plasma,A2 Macroglob SerPl-mCnc,Alpha-2-Macroglobulin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21600,CMP14 CBC D PLT ESR WES ANA,POTASSIUM,Creatinine [Mass/volume] in Serum or Plasma,Creat SerPl-mCnc,Creatinine
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,285403,CHEM SCREEN PANEL HDL,TRIGLYCERIDES,MCHC [Mass/volume],MCHC RBC-mCnc,Erythrocyte mean corpuscular hemoglobin concentration
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45443,CEA CARCINOEMBRYONIC ANTIGEN,CEA CENTAUR,Hematocrit [Volume Fraction] of Blood by Automated count,Hct VFr Bld Auto,Hematocrit
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,602797,COMPREHENSIVE METABOLIC PANEL WITH GFR,ANION GAP,IL28B gene associated variant rs12979860 [Presence] in Blood or Tissue by Molecular genetics method,IL28B rs12979860 Bld/T Ql,IL28B gene associated variant rs12979860
0.26333333333333336,0.155,0.0,0.26333333333333336,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,303768,HEPATITIS B SURFACE AB,HEPATITIS B SURFACE AB,Blasts [#/volume] in Blood,Blasts # Bld,Blasts
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,333583,CHEM 20,CHOLESTEROL,Protein.monoclonal [Mass/volume] in Serum or Plasma by Electrophoresis,M Protein SerPl Elph-mCnc,Protein.monoclonal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,381806,URINALYSIS CULTURE IF INDICATED,PH,Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection,HCV RNA SerPl NAA+probe-Log IU,Hepatitis C virus RNA
0.0,0.125,0.0,0.124,0.125,0.3333333333333333,0.0,0.07583869961926504,0.0,0.0,0.0,0.0,0,28688,PROTEIN ELECTROPHORESIS,BETA GLOBULINS,Alpha 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,Alpha2 Glob SerPl Elph-mCnc,Alpha 2 globulin
0.0,0.0,0.0,0.5,0.5,0.9,0.0,0.0,0.0,0.08506391669557933,0.14687247901289302,0.5773502691896257,1,81240,LYMPHOCYTE SUBSET PANEL 1,% CD3 MATURE T CELLS,CD3 cells/100 cells in Blood,CD3 Cells NFr Bld,Cells.CD3/100 cells
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,205674,COMPLETE BLOOD COUNT,BASOPHILS %,Ferritin [Mass/volume] in Serum or Plasma by Immunoassay,Ferritin SerPl IA-mCnc,Ferritin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,326231,SPECIAL PROFILE # 5144,TSH ULTRASENSITIVE,Platelet mean volume [Entitic volume] in Blood by Automated count,PMV Bld Auto,Platelet mean volume
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25718,HEPATITIS C VIRAL RNA GENOTYPE 1 NS,OMBITASVIR RESISTANCE,Triglyceride [Mass/volume] in Serum or Plasma,Trigl SerPl-mCnc,Triglyceride
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,333583,ACUTE HEPATITIS PANEL,HEPATITIS B SURFACE AG,Protein.monoclonal [Mass/volume] in Serum or Plasma by Electrophoresis,M Protein SerPl Elph-mCnc,Protein.monoclonal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57976,PE INTERP RFX IFE S,BETA GLOBULIN,Ketones [Mass/volume] in Urine by Test strip,Ketones Ur Strip-mCnc,Ketones
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,322867,ALPHA 1 ANTITRYPSIN QN,ALPHA 1 ANTITRYPSIN QN,Hepatitis C virus genotype [Identifier] in Serum or Plasma by NAA with probe detection,HCV Gentyp SerPl NAA+probe,Hepatitis C virus genotype
0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,487926,HB S AG W RFX CONF,HEPATITIS B SURFACE ANTIGEN,Necroinflammatory activity score,Necroinflammatory act score SerPl,Necroinflammatory activity score
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23457,CBC W AUTO DIFF,BASOPHILS ABSOLUTE,Glucose [Mass/volume] in Serum or Plasma,Glucose SerPl-mCnc,Glucose
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,205708,IRON TOTAL BINDING CAPACITY,IRON TOTAL,Hematocrit [Volume Fraction] of Blood,Hct VFr Bld,Hematocrit
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31419,CBC INCLUDES DIFF PLT WITH SMEAR REVIEW,BAND NEUTROPHILS,Body weight Measured,Weight Measured,Body weight
0.0,0.0,0.0,0.2375,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.08253790759907542,0.0946521642027649,1,264507,CBC W AUTO DIFF,% EOSINOPHILS,Eosinophils/100 leukocytes in Blood,Eosinophil/leuk NFr Bld,Eosinophils/100 leukocytes
0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.0,0.0,0.0,0.08190888212768821,0.08109682212111924,0.40824829046386313,1,31419,FIBROACT COMPLETE,WEIGHT LBS,Body weight Measured,Weight Measured,Body weight
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7708,C REACTIVE PROTEIN INFLAMMATORY,C REACTIVE PROTEIN,Neutrophils/100 leukocytes in Blood by Automated count,Neutrophils/leuk NFr Bld Auto,Neutrophils/100 leukocytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59014,ASH FIBROSURE,WEIGHT,Prothrombin time (PT) in Control Platelet poor plasma by Coagulation assay,PT Cont PPP,Coagulation tissue factor induced
0.5,0.41428571428571426,1.0,0.5,0.2857142857142857,1.0,0.08384227635677743,0.226779813772099,0.16381776425537642,0.10268539797375953,0.18516494256834526,0.10031748330730439,1,30247,FREE T4 THYROXINE,FREE T4,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,T4 Free SerPl-mCnc,Thyroxine.free
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24984,CBC INCLUDES DIFF PLT,RDW,Iron [Mass/volume] in Serum or Plasma,Iron SerPl-mCnc,Iron
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,203927,CBC WITH AUTO DIFF,BASOPHILS #,Sample icteric [Presence] of Serum or Plasma Qualitative,Sample Icteric SerPl Ql,Sample icteric
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,303644,DRUG ABUSE SCREEN W ETOH NO GCMS,BENZODIAZEPINES,Lymphocytes [#/volume] in Blood by Flow cytometry (FC),Lymphocytes # Bld FC,Lymphocytes
0.0,0.05555555555555555,0.1,0.0,0.027777777777777776,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,139501,HEMOGLOBIN A1C WITH EAG,ESTIMATED AVERAGE GLUCOSE,Hepatitis A virus IgM Ab [Presence] in Serum or Plasma by Immunoassay,HAV IgM SerPl Ql IA,Hepatitis A virus Ab.IgM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7328,HIV ANTIBODY 1 WESTERN BLOT,HIV WB INTERP,Lymphocytes [#/volume] in Blood by Manual count,Lymphocytes # Bld Manual,Lymphocytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7096,LIVER FIBROTEST ACTITEST,HAPTOGLOBIN,Blasts/100 leukocytes in Blood by Manual count,Blasts/leuk NFr Bld Manual,Blasts/100 leukocytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,539627,HEP C RNA GENOT 3 NS5A,VELPATASVIR RESISTANCE,Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma,AFP-TM SerPl-mCnc,Alpha-1-Fetoprotein.tumor marker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115725,NEG HIV 4TH GEN,NEG HIV 1 RNA QL TMA,Rheumatoid factor [Units/volume] in Serum or Plasma,Rheumatoid fact SerPl-aCnc,Rheumatoid factor
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,264531,TRIIODOTHYRONINE T3 FREE,TRIIODOTHYRONINE T3 FREE,Erythrocytes [#/volume] in Blood,RBC # Bld,Erythrocytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7369,MITOCHONDRIAL AB SCREEN,MITOCHONDRIAL AB SCREEN,Lymphocytes/100 leukocytes in Blood by Automated count,Lymphocytes/leuk NFr Bld Auto,Lymphocytes/100 leukocytes
0.0,0.072,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,205070,BASIC METABOLIC PANEL W EGFR,BUN CREATININE RATIO,Reagin Ab [Presence] in Serum by RPR,RPR Ser Ql,Reagin Ab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7708,HCV FIBROSURE,LIMITATIONS,Neutrophils/100 leukocytes in Blood by Automated count,Neutrophils/leuk NFr Bld Auto,Neutrophils/100 leukocytes
0.0,0.03666666666666667,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,139543,CBCI COMPLETE BLOOD COUNT W DIFF,PLT MORPHOLOGY,Hepatitis B virus e Ag [Presence] in Serum or Plasma by Immunoassay,HBV e Ag SerPl Ql IA,Hepatitis B virus little e Ag
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45377,HCV GENOTYPE REFLEX NSA,HEPATITIS C GENOTYPE,Erythrocyte sedimentation rate by Westergren method,ESR Bld Qn Westrgrn,Erythrocyte sedimentation rate
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98301,MANUAL DIFFERENTIAL,EOSINOPHILS ABSOLUTE,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,Cholest/HDLc SerPl,Cholesterol.total/Cholesterol.in HDL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,195586,CBC W AUTO DIFF,% EOSINOPHILS,Methaqualone [Presence] in Urine by Screen method,Methaqualone Ur Ql Scn,Methaqualone
0.0,0.0,0.0,0.19000000000000003,0.14285714285714285,0.25,0.0,0.0,0.0,0.0,0.031610966010303554,0.0969878128389482,1,716951,CBC WITH DIFFERENTIAL,IMMATURE GRANS,Immature granulocytes/100 leukocytes in Blood by Automated count,Imm Granulocytes/leuk NFr Bld Auto,Granulocytes.immature/100 leukocytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30163,HEP B CORE TOTAL AB,HEP B CORE TOTAL AB,Thyrotropin [Units/volume] in Serum or Plasma,TSH SerPl-aCnc,Thyrotropin
0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57992,CBC WITH DIFFERENTIAL,IMMATURE GRANS,Leukocyte esterase [Presence] in Urine by Test strip,Leukocyte esterase Ur Ql Strip,Leukocyte esterase
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109009,CMP14 LP 5AC,VLDL CHOLESTEROL CAL,Hepatitis B virus surface Ab [Presence] in Serum by Immunoassay,HBV surface Ab Ser Ql IA,Hepatitis B virus surface Ab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,487934,LIPID PANEL STANDARD,LDL CHOL CALCULATED,Necroinflammatory activity grade,Necroinflammatory act grade SerPl Ql,Necroinflammatory activity grade
0.31,0.25,0.0,0.3333333333333333,0.25,1.0,0.0,0.0840117798597445,0.0,0.058638610139614133,0.13283428732072688,0.7071067811865476,1,823799,HEPATITIS C VIRAL RNA GENOTYPE 1 NS,DACLATASVIR RESISTANCE,Daclatasvir [Susceptibility] by Genotype method,Daclatasvir Islt Genotyp,Daclatasvir
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30262,CYSTIC FIBROSIS SCREEN,ETHNICITY,Thyroxine (T4) [Mass/volume] in Serum or Plasma,T4 SerPl-mCnc,Thyroxine
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,181826,HEPATITIS PANEL DIAGNOSTIC,HEPATITIS A TOTAL AB,Osmolality of Serum or Plasma by calculation,Osmolality SerPl Calc,Osmolality
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,251454,CBC W DIFF PLT,ABSOLUTE NEUTROPHILS,Bacteria [Presence] in Urine sediment by Light microscopy,Bacteria UrnS Ql Micro,Bacteria
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79053,CBC PLATELET HEM REVIEW,EOS,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test,HBV surface Ag SerPl Ql Nt,Hepatitis B virus surface Ag
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,295410,CMP14 HP4 1AC PT AFP,PROTHROMBIN TIME,HIV 1 RNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection,HIV1 RNA SerPl NAA+probe-Log#,HIV 1 RNA
0.0,0.0,0.0,0.25,0.18181818181818182,1.0,0.0,0.0,0.0,0.04161640471378436,0.06113190236116095,0.7071067811865476,0,611517,COMP METABOLIC PANEL 13,ALBUMIN SERUM,Albumin [Mass/volume] in Serum or Plasma by Bromocresol green (BCG) dye binding method,Albumin SerPl BCG-mCnc,Albumin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191239,URINALYSIS W MICRO W REFLEX CULTURE,WBC,Magnesium [Mass/volume] in Serum or Plasma,Magnesium SerPl-mCnc,Magnesium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20644,VIT B 12 FOLATE PANEL,FOLIC ACID,Ceruloplasmin [Mass/volume] in Serum or Plasma,Ceruloplasmin SerPl-mCnc,Ceruloplasmin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,196592,HEP C VIRUS ANTIBODY,HEP C VIRUS ANTIBODY,Phencyclidine [Presence] in Urine by Screen method,PCP Ur Ql Scn,Phencyclidine
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44859,MCCARJUH MCCARTHY PROFILE 1,MITOCHONDRIAL M2 AB,Complement C3 [Mass/volume] in Serum or Plasma,C3 SerPl-mCnc,Complement C3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,505511,T3 FREE,T3 FREE,Bilirubin.total [Presence] in Urine by Automated test strip,Bilirub Ur Ql Strip.auto,Bilirubin
0.0,0.022727272727272728,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,322867,DRUG ABUSE SCREEN 10 REFLEX CONFIRM,BENZODIAZEPINES,Hepatitis C virus genotype [Identifier] in Serum or Plasma by NAA with probe detection,HCV Gentyp SerPl NAA+probe,Hepatitis C virus genotype
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,143164,CBC WITH PLT DIFF,RBC MORPHOLOGY,Benzodiazepines [Presence] in Urine by Screen method,Benzodiaz Ur Ql Scn,Benzodiazepines
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79053,COMP METABOLIC PANEL,,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test,HBV surface Ag SerPl Ql Nt,Hepatitis B virus surface Ag
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,384834,BASIC METABOLIC PANEL,OSMOLALITY,Creatinine [Mass/volume] in Blood,Creat Bld-mCnc,Creatinine
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,264853,CHOL HDL RATIO,CHOL HDL RATIO,Monocytes/100 leukocytes in Blood,Monocytes/leuk NFr Bld,Monocytes/100 leukocytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,327692,MICROALBUMIN RANDOM SPEC,MICROALBUMIN,Alpha 1 antitrypsin phenotyping [Interpretation] in Serum or Plasma,A1AT Phenotyp SerPl-Imp,Alpha 1 antitrypsin phenotyping
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,486431,HEPATIC FUNCT PANEL W O TP,BILIRUBIN DIRECT,"Glomerular filtration rate/1.73 sq M.predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",GFR/BSA pred.black SerPlBld MDRD-ArVRat,Glomerular filtration rate/1.73 sq M.predicted.black
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7708,COMP METABOLIC PANEL,CARBON DIOXIDE,Neutrophils/100 leukocytes in Blood by Automated count,Neutrophils/leuk NFr Bld Auto,Neutrophils/100 leukocytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7641,DRUG ABUSE SCREEN II,OPIATES,Band form neutrophils/100 leukocytes in Blood by Manual count,Neuts Band/leuk NFr Bld Manual,Neutrophils.band form/100 leukocytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,539627,CBC WITH AUTO DIFF,RDW,Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma,AFP-TM SerPl-mCnc,Alpha-1-Fetoprotein.tumor marker
0.0,0.0,0.0,0.29333333333333333,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.917303309798122,0.1569574215481997,1,19752,PROFILE 104 LIVER,BILIRUBIN TOTAL,Bilirubin.total [Mass/volume] in Serum or Plasma,Bilirub SerPl-mCnc,Bilirubin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109009,NASH FIBROSURE,HEIGHT,Hepatitis B virus surface Ab [Presence] in Serum by Immunoassay,HBV surface Ab Ser Ql IA,Hepatitis B virus surface Ab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,381806,URINALYSIS W REFLEX MICRO,PROTEIN,Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection,HCV RNA SerPl NAA+probe-Log IU,Hepatitis C virus RNA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,264788,PROTHROMBIN PTT,APTT,Lymphocytes/100 leukocytes in Blood,Lymphocytes/leuk NFr Bld,Lymphocytes/100 leukocytes
0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66902,IRON IBC W RFX FERRITIN,%TRANSFERRIN SATURATION,Leukocytes [#/volume] in Blood by Automated count,WBC # Bld Auto,Leukocytes
0.29400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,169334,CMP14 LP CBC D PLT TSH HB A,ALT SGPT,Hepatitis B virus core Ab [Presence] in Serum,HBV core Ab Ser Ql,Hepatitis B virus core Ab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17830,DIFFERENTIAL MANUAL,ABSOLUTE BAND NEUTROPHILS,Alkaline phosphatase [Enzymatic activity/volume] in Blood,ALP Bld-cCnc,Alkaline phosphatase
0.0,0.0,0.0,0.25,0.16666666666666666,1.0,0.0,0.0,0.0,0.06605502583691747,0.05720402135206337,0.7071067811865476,1,7047,CBC W DIFF PLT,BASOPHILS ABSOLUTE,Basophils [#/volume] in Blood by Automated count,Basophils # Bld Auto,Basophils
0.0,0.047142857142857146,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19885,CMP14,EGFR IF AFRICN AM,C reactive protein [Mass/volume] in Serum or Plasma,CRP SerPl-mCnc,C reactive protein
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,204479,ESR WES CRP,C REACTIVE PROTEIN QUANT,HIV 1 RNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,HIV1 RNA # SerPl NAA+probe,HIV 1 RNA
